id,type,size,,bp,bt,rbp,fh,drw,,,,
705,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,10.5,20.6,,,,reverse_4_10.5,
706,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,9,15.58,,,,reverse_4_10.5,
707,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,9,20.6,,,,reverse_4_10.5,
708,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,24.2,13.67,,,,reverse_4_22,
709,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,22.5,16.54,,,,reverse_4_22,
710,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.2,16.54,,,,reverse_4_22,
711,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,24.5,16.54,,,,reverse_4_22,
712,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.37,16.54,,,,reverse_4_22,
713,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.76,16.54,,,,reverse_4_22,
714,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.45,16.54,,,,reverse_4_22,
715,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,21.85,16.54,,,,reverse_4_22,
716,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,21.4,16.54,,,,reverse_4_22,
717,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,16.5,16.54,,,,reverse_4_22,
718,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,16,16.54,,,,reverse_4_22,
719,reverse,6,inconel:1.5_s316:0.1_ptfe:0.1,19,100,18.64,31.41,A6inRP19,,,reverse_6_19,
720,reverse,6,inconel:1.5_s316:0.1_ptfe:0.1,19,100,19.2,31.41,A6inRP19modified,,,reverse_6_19,
721,reverse,6,s316:0.8_s316:.05_ptfe:0.1,3,144,2.66,31.9,A6inRP22,,,reverse_6_3,
722,reverse,6,s316:0.8_s316:.05_ptfe:0.1,3,144,2.86,31.9,A6inRP23,,,reverse_6_3,
723,reverse,6,s316:0.8_s316:.05_ptfe:0.1,3,144,3.02,31.9,A6inRP23,,,reverse_6_3,
724,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.525,26.81,A6inRP21,,,reverse_6_0.3,
725,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.445,26.81,A6inRP21.m.,,,reverse_6_0.3,
726,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.392,26.81,A6inRP21.sec.m.,,,reverse_6_0.3,
727,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.404,26.81,A6inRP21.T.m.,,,reverse_6_0.3,
728,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,9.4,40,9.53,28.6,A6inRP16,,,reverse_6_9.4,
729,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,9.4,40,9.37,28.7,__,,,reverse_6_9.4,
730,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,9.4,40,9.3,28.8,A6inRP16.M.,,,reverse_6_9.4,
731,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.431,50,A6inRP6,,,reverse_6_0.5,
732,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,6.53,28.37,A6inRP7,,,reverse_6_6.9,
733,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,6.25,28.51,A6inRP8,,,reverse_6_6.9,
734,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,8.15,28.51,A6inRP9,,,reverse_6_6.9,
735,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,8.75,28.51,A6inRP10,,,reverse_6_6.9,
736,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,8.54,28.51,A6inRP11,,,reverse_6_6.9,
737,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,7.8,28.51,A6inRP14,,,reverse_6_6.9,
738,reverse,6,s316:0.8_s316:0.05_ptfe:0.1,2.5,22,2.1,29.71,6inRP11,,,reverse_6_2.5,
739,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.394,29.81,A6inRP4,,,reverse_6_0.5,
740,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.39,29.81,A6inRP4,,,reverse_6_0.5,
741,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.434,29.81,A6inRP5,,,reverse_6_0.5,
742,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.434,29.81,__,,,reverse_6_0.5,
743,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.42,29.81,A6inRP6,,,reverse_6_0.5,
744,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,6.61,28.84,3inch6,,,reverse_6_5.19,
745,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.23,28.84,6inch2,,,reverse_6_5.19,
746,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.34,28.84,__,,,reverse_6_5.19,
747,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.93,28.84,6inch5,,,reverse_6_5.19,
748,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.49,28.84,6inch5,,,reverse_6_5.19,
749,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,4.25,28.84,6inch4,,,reverse_6_5.19,
750,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,6.23,28.84,6inch1,,,reverse_6_6.19,
751,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,6.1,32.92,,,,reverse_6_6.19,
752,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,5.49,32.92,,,,reverse_6_6.19,
753,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,5.95,32.92,,,,reverse_6_6.19,
754,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,5,32.92,,,,reverse_6_6.19,
755,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,6.8,32.92,,,,reverse_6_6.19,
756,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,4.5,24.68,,,,reverse_6_3.15,
757,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.42,21.3,,,,reverse_6_3.15,
758,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.45,21.3,,,,reverse_6_3.15,
759,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.53,21.3,,,,reverse_6_3.15,
760,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.54,21.3,,,,reverse_6_3.15,
761,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.71,21.3,,,,reverse_6_3.15,
762,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.43,21.3,,,,reverse_6_3.15,
763,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.7,21.3,,,,reverse_6_3.15,
764,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,6.75,19.71,,,,reverse_6_5.5,
765,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.6,27.23,,,,reverse_6_5.5,
766,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.24,27.23,,,,reverse_6_5.5,
767,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.13,27.23,,,,reverse_6_5.5,
768,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.8,27.23,,,,reverse_6_5.5,
769,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.03,27.23,,,,reverse_6_5.5,
770,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.03,27.23,,,,reverse_6_5.5,
771,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.14,27.23,,,,reverse_6_5.5,
772,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,4.95,27.23,,,,reverse_6_5.5,
773,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.19,27.23,,,,reverse_6_5.5,
774,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.03,27.23,,,,reverse_6_5.5,
775,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.43,27.23,,,,reverse_6_5.5,
776,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.65,27.23,,,,reverse_6_5.5,
777,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,7.05,27.23,,,,reverse_6_6.9,
778,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.68,29.33,,,,reverse_6_6.9,
779,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.32,29.33,,,,reverse_6_6.9,
780,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.1,29.33,,,,reverse_6_6.9,
781,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.78,29.33,,,,reverse_6_6.9,
782,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.33,29.33,,,,reverse_6_6.9,
783,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.14,29.33,,,,reverse_6_6.9,
784,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.29,29.33,,,,reverse_6_6.9,
785,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,0.956,35.88,A8inRP10,,,reverse_8_1,
786,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.122,35.88,A8inRP10.m.,,,reverse_8_1,
787,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.18,35.88,A8inRP10.s.m.,,,reverse_8_1,
788,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.214,35.88,A8inRP10.T.m.,,,reverse_8_1,
789,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.056,35.88,A8inRP10.fourth.m.,,,reverse_8_1,
790,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.164,35.88,A8inRP11,,,reverse_8_1,
791,reverse,8,s316:1.5_s316:0.1_tef:0.5,8,175,9.42,34.98,4inch1,,,reverse_8_8,
792,reverse,8,s316:1.5_s316:0.1_tef:0.5,8,175,8.3,34.98,__,,,reverse_8_8,
793,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.96,21.57,,,,reverse_8_7,
794,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.09,39.1,,,,reverse_8_7,
795,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.22,39.1,,,,reverse_8_7,
796,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.15,39.1,,,,reverse_8_7,
797,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.92,39.1,,,,reverse_8_7,
798,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.6,39.1,,,,reverse_8_7,
799,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.15,39.1,,,,reverse_8_7,
800,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,8.28,39.1,,,,reverse_8_7,
801,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,9,39.1,,,,reverse_8_7,
802,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.24,39.1,,,,reverse_8_7,
803,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,8.58,39.1,,,,reverse_8_7,
804,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.31,39.1,,,,reverse_8_7,
805,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.9,39.1,,,,reverse_8_7,
806,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,10,16.9,,,,reverse_8_13.5,
807,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,12,39.3,,,,reverse_8_13.5,
808,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,13.7,39.3,,,,reverse_8_13.5,
809,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,13.3,39.3,,,,reverse_8_13.5,
810,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,14,39.3,,,,reverse_8_13.5,
811,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,11.25,39.3,,,,reverse_8_13.5,
812,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,9.9,39.3,,,,reverse_8_13.5,
813,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,9.1,39.3,,,,reverse_8_13.5,
814,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,13.56,39.3,,,,reverse_8_13.5,
815,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,11.4,39.3,,,,reverse_8_13.5,
816,reverse,10,s316:1.5_s316:0.1_ptfe:0.3,22.8,33,8,50,A10inRP7,,,reverse_10_22.8,
817,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,13.8,50,A10inRP8,,,reverse_10_22.8,
818,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,18.13,50,A10inRP9,,,reverse_10_22.8,
819,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,26.5,50,A10inRP10,,,reverse_10_22.8,
820,reverse,10,s316:3_s316:0.1_ptfe:0.3,22.8,33,20.54,50,__,,,reverse_10_22.8,
821,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,16,50,A10inRP11,,,reverse_10_22.8,
822,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,13,50,A10inRP12,,,reverse_10_22.8,
823,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,20.2,50,A10inRP12,,,reverse_10_22.8,
824,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,22.7,50,A10inRP13,,,reverse_10_22.8,
825,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,23.54,50,__,,,reverse_10_22.8,
826,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,22.9,50,__,,,reverse_10_22.8,
827,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,23.26,50,__,,,reverse_10_22.8,
828,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,2.34,49.81,A10inRP1,,,reverse_10_1.76,
829,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,1.194,49.81,A10inRP,,,reverse_10_1.76,
830,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,1.92,49.81,__,,,reverse_10_1.76,
831,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,2,49.81,A10inRP6,,,reverse_10_1.76,
832,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,1.9,49.81,A10inRP5.S.M,,,reverse_10_1.76,
833,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,6.92,39.1,,,,reverse_10_7,
834,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,6.79,38.62,,,,reverse_10_7,
835,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,8.5,38.62,,,,reverse_10_7,
836,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,8.92,38.62,,,,reverse_10_7,
837,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,9.68,38.62,,,,reverse_10_7,
838,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,8.03,38.62,,,,reverse_10_7,
839,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.2,38.62,,,,reverse_10_7,
840,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.15,38.62,,,,reverse_10_7,
841,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.92,38.62,,,,reverse_10_7,
842,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.29,38.62,,,,reverse_10_7,
843,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.73,38.62,,,,reverse_10_7,
844,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.9,23.36,,,,reverse_10_4.2,
845,reverse,10,inconel:0.5_s316:0.1_fep:0.4,4.2,10,2.8,54.7,,,,reverse_10_4.2,
846,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.25,48.85,,,,reverse_10_4.2,
847,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.35,42.9,,,,reverse_10_4.2,
848,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.15,45.08,,,,reverse_10_4.2,
849,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.3,45.08,,,,reverse_10_4.2,
850,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.85,45.08,,,,reverse_10_4.2,
851,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.98,45.08,,,,reverse_10_4.2,
852,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.95,45.08,,,,reverse_10_4.2,
853,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.93,45.08,,,,reverse_10_4.2,
854,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.85,45.08,,,,reverse_10_4.2,
855,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.95,45.08,,,,reverse_10_4.2,
856,reverse,10,inconel:0.5_s316:0.1_fep:0.81,4.2,10,5.1,45.08,,,,reverse_10_4.2,
857,reverse,10,inconel:0.5_s316:0.1_fep:0.65,4.2,10,2.54,45.08,,,,reverse_10_4.2,
858,reverse,10,inconel:0.5_s316:0.1_fep:0.65,4.2,10,3.05,45.08,,,,reverse_10_4.2,
859,reverse,10,inconel:0.5_s316:0.1_fep:0.81,4.2,10,4.8,40.6,,,,reverse_10_4.2,
860,reverse,10,inconel:0.5_s316:0.1_fep:0.8,4.2,10,4.5,38.72,,,,reverse_10_4.2,
861,reverse,10,inconel:0.5_s316:0.1_fep:0.8,4.2,10,4.23,51.02,,,,reverse_10_4.2,
862,reverse,10,inconel:0.5_s316:0.1_fep:0.8,4.2,10,4.3,51.02,,,,reverse_10_4.2,
863,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.22,51.02,,,,reverse_10_4.2,
864,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.05,42.03,,,,reverse_10_4.2,
865,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.89,51.13,,,,reverse_10_4.2,
866,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.9,51.13,,,,reverse_10_4.2,
867,reverse,10,inconel:1.2_s316:0.1_fep:0.5,12,53.6,18.5,16.69,,,,reverse_10_12,
868,reverse,10,inconel:0.8_s316:0.1_fep:0.4,12,53.6,11.5,51.78,,,,reverse_10_12,
869,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,16.4,51.78,,,,reverse_10_12,
870,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,16.7,51.78,,,,reverse_10_12,
871,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,14.7,51.78,,,,reverse_10_12,
872,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,17.45,51.78,,,,reverse_10_12,
873,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,17.02,51.78,,,,reverse_10_12,
874,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,16.07,51.78,,,,reverse_10_12,
875,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,13.28,51.78,,,,reverse_10_12,
876,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,15.7,51.78,,,,reverse_10_12,
877,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,11.5,51.78,,,,reverse_10_12,
878,reverse,10,inconel:1.2_s316:0.1_fep:0.4,12,53.6,11.7,51.78,,,,reverse_10_12,
879,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,15.5,51.78,,,,reverse_10_12,
880,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,11.97,37.09,,,,reverse_10_12,
881,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,13.5,37.09,,,,reverse_10_12,
882,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,8.8,37.09,,,,reverse_10_12,
883,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,12.43,37.09,,,,reverse_10_12,
884,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,13.24,37.09,,,,reverse_10_12,
885,reverse,16,inconel:1.2_ inconel:0.5_fep:0.5,1,52,21.4,37.09,,,,reverse_16_1,
886,reverse,16,inconel:1.2_ inconel:0.5_fep:0.5,1,52,21.5,21.52,,,,reverse_16_1,
