1,flat,16,cs:3_cs:0.5_pvc:0.8,6,40,6.02,0,./
2,flat,24,cs:3_cs:0.5_pvc:0.8,6,40,6.02,0,./
3,flat,24,cs:3_cs:0.5_pvc:0.8,6,40,6.02,0,./
4,flat,24,s316:2_s316:0.5_tef:0.5,6,40,6.1,0,./
5,flat,24,s316:2_s316:0.5_tef:0.5,6,40,5.98,0,./
6,flat,24,s316:2_s316:0.5_tef:0.5,6,40,6,0,./
7,flat,3,s316:0.2_s316:0.2_tef:0.1,2,22,1.73,0,./
8,flat,3,s316:0.2_s316:0.3_tef:0.1,2,22,1.83,0,./
9,flat,3,s316:0.2_s316:0.4_tef:0.1,2,22,1.95,0,./
10,flat,30,s316:0.6_s316:0.3_ptfe:0.6,0.3,120,0.321,0,./
11,flat,30,s316:0.6_s316:0.3_ptfe:0.6,0.3,120,0.265,0,./
12,flat,6,s316:0.6_s316:0.5_tef:0.6,5.5,20,4,0,./
13,flat,6,s316:0.6_s316:0.25_tef:0.6,5.5,20,3.79,0,./
14,flat,6,s316:0.6_s316:0.3_tef:0.6,5.5,20,5.85,0,./
15,flat,6,s316:0.6_s316:0.2_tef:0.6,5.5,20,5.81,0,./
16,flat,6,s316:0.6_s316:0.2_tef:0.6,5.5,20,5.6,0,./
17,flat,6,s316:0.6_s316:0.2_tef:0.6,5.5,20,5.92,0,./
18,flat,6,s316:0.6_s316:0.2_tef:0.6,5.5,20,5.94,0,./
19,flat,4,s316:0.1_s316:0.2_s316:0.1_ptfe:0.3,0.9,60,0.57,0,./
20,flat,4,s316:0.1_s316:0.25_s316:0.1_ptfe:0.3,0.9,60,1.03,0,./
21,flat,4,s316:1_s316:0.1_s316:0.1_ptfe:0.3,0.9,60,0.76,0,./
22,flat,24,s316:2.5_s316:0.8_ptfe:0.5,6,40,5.54,0,./
23,flat,24,s316:2.5_s316:0.8_ptfe:0.5,6,40,5.3,0,./
24,flat,24,s316:2.5_s316:0.8_ptfe:0.5,6,40,6.24,0,./
25,flat,24,s316:2.5_s316:0.8_ptfe:0.5,6,40,6.26,0,./
26,flat,12,s316:0.3_s316:0.3_fep:0.2,0.175,57,0.163,0,./
27,flat,12,s316:0.3_s316:0.3_fep:0.1,0.175,57,0.216,0,./
28,flat,12,s316:0.3_s316:0.3_fep:0.1,0.175,57,0.14,0,./
29,flat,12,s316:0.3_s316:0.3_fep:0.1,0.175,57,0.184,0,./
30,flat,16,s316:0.4_s316:0.4_ptfe:0.3,0.49,106,0.56,0,./
31,flat,16,s316:0.4_s316:0.4_ptfe:0.3,0.49,106,0.531,0,./
32,flat,16,s316:0.3_aluminium:0.3_ptfe:1,1.08,22,0.49,0,./
33,flat,16,s316:0.3_aluminium:0.3_ptfe:1,1.08,22,1.26,0,./
34,flat,16,s316:0.3_aluminium:0.3_ptfe:1,1.08,22,1.043,0,./
35,flat,16,s316:0.3_aluminium:0.3_ptfe:1,1.08,22,0.81,0,./
36,flat,16,s316:0.3_aluminium:0.3_ptfe:1,1.08,22,0.925,0,./
37,flat,16,s316:0.3_aluminium:0.3_ptfe:1,1.08,22,0.984,0,./
38,flat,8,cs:1_cs:0.8_pvc:0.5,6,40,4.59,0,./
39,flat,8,cs:1_cs:0.8_pvc:0.5,6,40,6.58,0,./
40,flat,8,cs:1_cs:0.8_pvc:0.5,6,40,6.41,0,./
41,flat,8,cs:1_cs:0.8_pvc:0.5,6,40,5.73,0,./
42,flat,16,cs:1.5_cs:0.8_pvc:0.5,6,40,4,0,./
43,flat,16,cs:1.5_cs:0.8_pvc:0.5,6,40,6.19,0,./
44,flat,16,cs:1.5_cs:0.8_pvc:0.5,6,40,5.93,0,./
45,flat,16,cs:1.5_cs:0.8_pvc:0.5,6,40,5.63,0,./
46,flat,24,cs:3_cs:0.8_pvc:0.5,6,40,4.85,0,./
47,flat,24,cs:3_cs:0.8_pvc:0.5,6,40,6.13,0,./
48,flat,24,cs:3_cs:0.8_pvc:0.5,6,40,6.3,0,./
49,flat,24,cs:3_cs:0.8_pvc:0.5,6,40,6.09,0,./
50,flat,6,s316:0.5_s316:0.5_tef:0.3,2.5,22,2.45,0,./
51,flat,4,s316:0.3_s316:0.5_ptfe:0.25,0.48,188,1.193,0,./
52,flat,4,s316:0.3_s316:0.5_ptfe:0.25,0.48,188,0.68,0,./
53,flat,4,s316:0.3_s316:0.5_ptfe:0.25,0.48,188,0.459,0,./
54,flat,4,s316:0.3_s316:0.5_ptfe:0.25,0.48,188,0.62,0,./
55,flat,4,s316:0.3_s316:0.5_ptfe:0.3,0.48,188,0.7,0,./
56,flat,4,s316:0.3_s316:0.5_ptfe:0.2,0.48,188,0.6,0,./
57,flat,4,s316:1_s316:0.5_ptfe:0.5,0.48,188,10.76,0,./
58,flat,4,s316:0.3_s316:0.5_ptfe:0.25,0.48,188,1.43,0,./
59,flat,4,s316:0.3_s316:0.5_ptfe:0.25,0.48,188,0.92,0,./
60,flat,4,s316:0.2_s316:0.5_ptfe:0.2,0.48,188,1.45,0,./
61,flat,4,s316:0.1_s316:0.5_ptfe:0.1,0.48,188,0.8,0,./
62,flat,4,s316:0.1_s316:0.1_ptfe:0.2,0.48,188,0.7,0,./
63,flat,24,s316:2_s316:0.5_fep:0.5,5,40,7.44,0,./
64,flat,14,s316:0.8_s316:0.4_ptfe:0.3,1.1,70,2.27,0,./
65,flat,14,s316:0.8_s316:0.4_ptfe:0.3,1.1,70,0.89,0,./
66,flat,14,s316:0.8_s316:0.4_ptfe:0.3,1.1,70,1.25,0,./
67,flat,14,s316:0.8_s316:0.4_ptfe:0.3,1.1,70,1.14,0,./
68,flat,24,s316:1.5_s316:0.2_ptfe:0.5,3.25,35,3.45,0,./
69,flat,24,s316:1.5_s316:0.2_ptfe:0.5,3.25,35,3.45,0,./
70,flat,24,s316:1.5_s316:0.5_ptfe:0.5,3.25,35,3.45,0,./
71,flat,24,s316:1.5_s316:0.5_ptfe:0.5,3.25,35,3.15,0,./
72,flat,24,s316:2.5_s316:0.6_ptfe:0.5,6,40,4.45,0,./
73,flat,4,s316:0.3_s316:0.3_ptfe:0.25,2,55,6.15,0,./
74,flat,4,s316:0.3_s316:0.3_ptfe:0.25,2,55,1.89,0,./
75,flat,24,s316:2_s316:0.6_ptfe:0.5,4,50,4.15,0,./
76,flat,24,s316:2_s316:0.6_ptfe:0.5,5,50,6.3,0,./
77,flat,24,s316:2_s316:0.6_ptfe:0.5,5,50,5.23,0,./
78,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.137,0,./
79,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.3,0,./
80,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.575,0,./
81,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.5,0,./
82,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.34,0,./
83,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.38,0,./
84,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.52,0,./
85,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.55,0,./
86,flat,6,s316:0.2_s316:0.2_ptfe:0.1,0.4,100,0.55,0,./
87,flat,16,s316:1_s316:1_ptfe:0.5,2,160,1.83,0,./
88,flat,16,s316:1_s316:1_ptfe:0.5,2,160,1.91,0,./
89,flat,10,s316:0.6_s316:0.6_ptfe:0.5,2,160,2.08,0,./
90,flat,16,s316:1.5_s316:0.5_ptfe:0.5,6,40,5.97,0,./
91,flat,16,s316:1.5_s316:0.5_ptfe:0.5,6,40,5.16,0,./
92,flat,16,s316:1.5_s316:0.5_ptfe:0.5,6,40,8.93,0,./
93,flat,24,s316:3_s316:1_ptfe:0.5,6,40,6.05,0,./
94,flat,24,s316:3_s316:1_ptfe:0.5,6,40,6.04,0,./
95,flat,24,s316:3_s316:1_ptfe:0.5,6,40,5.24,0,./
96,flat,8,s316:0.5_s316:0.5_ptfe:0.3,2,22,2.15,0,./
97,flat,8,s316:0.5_s316:0.5_ptfe:0.3,2,22,2.45,0,./
98,flat,8,s316:0.5_s316:0.5_ptfe:0.3,2,22,2.19,0,./
99,flat,3,s316:0.6_inconel:0.42_ptfe:0.25,7.5,48,7.21,0,./
100,flat,3,s316:0.6_inconel:0.42_ptfe:0.25,7.5,48,6.5,0,./
101,flat,3,s316:0.6_inconel:0.42_ptfe:0.25,7.5,48,12,0,./
102,flat,6,s316:1_inconel:0.8_ptfe:0.3,7.5,70,6.52,0,./
103,flat,6,s316:1_inconel:0.8_ptfe:0.3,7.5,70,5.61,0,./
104,flat,1,s316:0.1_s316:0.1_ptfe:0.1,5,22,8.1,0,./
105,flat,1,s316:0.1_s316:0.1_ptfe:0.1,5,22,4.66,0,./
106,flat,1,s316:0.1_s316:0.1_ptfe:0.1,5,22,5.47,0,./
107,flat,1,s316:0.1_s316:0.1_ptfe:0.1,5,22,5.08,0,./
108,flat,1,s316:0.1_s316:0.1_ptfe:0.1,5,22,4.97,0,./
109,flat,36,s316:1_s316:1_tef:0.5_tef:0.5_s316:3,1,75,0.8,0,./
110,flat,36,s316:1_s316:1_tef:0.5_tef:0.5_s316:3,0.715,35,6.3,0,./
111,flat,36,s316:1_s316:1_tef:0.5_tef:0.5_s316:3,0.715,35,6.65,0,./
112,flat,36,s316:1_s316:1_tef:0.5_tef:0.5_s316:3,0.715,35,7.01,0,./
113,flat,36,s316:1_s316:1_tef:0.5_tef:0.5_s316:3,0.715,35,8.2,0,./
114,flat,16,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5,3,35,4.1,0,./
115,flat,16,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5,3,35,2.72,0,./
116,flat,16,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5,3,35,3.33,0,./
117,flat,16,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5,3,35,4.4,0,./
118,flat,16,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5,3,35,2.57,0,./
119,flat,16,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5,3,35,3.21,0,./
120,flat,16,s316:1_s316:0.5_tef:0.5_tef:0.5_s316:0.5,3,35,3.18,0,./
121,flat,24,s316:0.5_s316:1.5_tef:0.5,3.3,35,3.16,0,./
122,flat,24,s316:0.5_s316:1.5_tef:0.5,3.3,35,2.98,0,./
123,flat,24,s316:0.5_s316:1.5_tef:0.5,3.3,35,3.37,0,./
124,flat,8,s316:0.5_s316:0.5_tef:0.5,3.21,35,2.59,0,./
125,flat,8,s316:0.5_s316:0.5_tef:0.5,3.2,35,3.7,0,./
126,flat,8,s316:0.5_s316:0.5_tef:0.5,3.3,35,3.9,0,./
127,flat,8,s316:0.5_s316:0.5_tef:0.5,3.2,35,2.81,0,./
128,flat,8,s316:0.5_s316:0.5_tef:0.5,3.2,35,3.4,0,./
129,flat,16,s316:0.5_s316:1_tef:0.5,3.5,35,3.28,0,./
130,flat,16,s316:0.5_s316:1_tef:0.5,3,35,3.3,0,./
131,flat,16,s316:0.5_s316:1_tef:0.5,3.5,35,3.52,0,./
132,flat,16,s316:0.5_s316:1_tef:0.5,3,35,3.31,0,./
133,flat,24,s316:0.5_s316:1.5_tef:0.5,3.5,35,3.1,0,./
134,flat,24,s316:0.5_s316:1.5_tef:0.5,3,35,3.25,0,./
135,flat,24,s316:0.5_s316:1.5_tef:0.5,3.5,35,2.1,0,./
136,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,3.7,0,./
137,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,3.8,0,./
138,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,3.1,0,./
139,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,3.05,0,./
140,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,2.85,0,./
141,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,4.2,0,./
142,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,3.65,0,./
143,flat,1,s316:0.1_s316:0.1_s316:0.5_tef:0.1,3.5,25,3.25,0,./
144,flat,8,s316:0.1_s316:0.1_s316:0.5_tef:0.1,0.2,125,9.9,0,./
145,flat,8,s316:0.1_s316:0.1_s316:0.5_tef:0.1,0.2,125,12.9,0,./
146,flat,8,s316:0.1_s316:0.1_s316:0.5_tef:0.1,0.2,125,12.6,0,./
147,flat,8,s316:0.1_s316:0.1_s316:0.5_tef:0.1,0.2,125,16,0,./
148,flat,8,s316:0.1_s316:0.1_s316:0.5_tef:0.1,0.2,125,15.55,0,./
149,flat,8,s316:0.1_s316:0.1_s316:0.5_tef:0.1,0.2,125,11.43,0,./
150,flat,8,s316:0.1_s316:0.1_s316:0.5_tef:0.1,0.2,125,,0,./
151,flat,24,s316:2_s316:0.5_tef:0.5,3,22,3.4,0,./
152,flat,24,s316:2_s316:0.5_tef:0.5,3,22,3.3,0,./
153,flat,24,s316:2_s316:0.5_tef:0.5,3,22,1.3,0,./
154,flat,24,s316:2_s316:0.5_tef:1.5,4,22,4.3,0,./
155,flat,24,s316:2_s316:0.5_tef:1.5,4,22,4.4,0,./
156,flat,24,s316:2_s316:0.5_tef:1.5,4,22,3.97,0,./
157,flat,24,s316:2_s316:0.5_tef:1.5,4,22,1.4,0,./
158,flat,24,s316:2_s316:0.5_tef:1.5,4,22,2.14,0,./
159,flat,24,s316:2_s316:0.5_tef:1.5,4,22,1.31,0,./
160,flat,24,s316:2_s316:0.5_tef:1.5,5,22,4.75,0,./
161,flat,24,s316:2_s316:0.5_tef:1.5,5,22,1.43,0,./
162,flat,24,s316:3_s316:0.5_tef:0.5,6,22,2.54,0,./
163,flat,24,s316:3_s316:0.5_tef:0.5,6,22,2.08,0,./
164,flat,24,s316:3_s316:0.5_tef:0.5,6,22,2.23,0,./
165,flat,24,s316:3_s316:0.5_tef:0.5,6,22,2.3,0,./
166,flat,24,s316:3_s316:0.5_tef:0.5,6,22,2.28,0,./
167,flat,24,s316:3_s316:0.5_tef:0.5,6,22,5.5,0,./
168,flat,24,s316:3_s316:0.5_tef:0.5,6,22,6.17,0,./
169,flat,24,s316:3_s316:0.5_tef:0.5,6,22,2.27,0,./
170,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.81,0,./
171,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.98,0,./
172,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,1.1,0,./
173,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,1.2,0,./
174,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.6,0,./
175,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.68,0,./
176,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,1.42,0,./
177,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.54,0,./
178,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.46,0,./
179,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.39,0,./
180,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.44,0,./
181,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.6,0,./
182,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.65,0,./
183,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.62,0,./
184,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.35,0,./
185,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.47,0,./
186,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.39,0,./
187,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.54,0,./
188,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.54,0,./
189,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.52,0,./
190,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.55,0,./
191,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.15,0,./
192,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.47,0,./
193,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.48,0,./
194,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.51,0,./
195,flat,2,s316:0.1_s316:0.1_plastic:0.05,0.5,25,0.67,0,./
196,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,9.62,0,./
197,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,9.65,0,./
198,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,7.92,0,./
199,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,7.83,0,./
200,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,5.36,0,./
201,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,5.41,0,./
202,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,5.48,0,./
203,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,5.56,0,./
204,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,5.75,0,./
205,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,6.05,0,./
206,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,4.83,0,./
207,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,4.63,0,./
208,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,5.24,0,./
209,flat,6,s316:0.5_s316:0.5_tef:0.2,7.5,77,5.26,0,./
210,forward,3,S316:0.4_nickel:0.25_tef:0.3,8.03,20,9.8,0,./
211,forward,3,S316:0.05_nickel:0.25_tef:0.4,8.03,20,8.45,0,./
212,forward,3,S316:0.05_nickel:0.25_tef:0.2,8.03,20,7.65,0,./
213,forward,3,S316:0.05_nickel:0.25_tef:0.3,8.03,20,7.3,0,./
214,forward,4,inconel:1_s316:0.05_tef:0.3,27.7,325,31,0,./
215,forward,4,inconel:1_s316:0.05_tef:0.05,29.1,20,31.76,0,./
216,forward,4,inconel:1_s316:0.05_tef:0.2,27.7,325,30.41,0,./
217,forward,4,inconel:1_s316:0.05_tef:0.2,29.1,20,29.98,0,./
218,forward,3,s316:0.2_s316:0.1_tef:0.3,4.6,60,4.5,0,./
219,forward,3,s316:0.2_s316:0.1_tef:0.4,4.6,60,2.81,0,./
220,forward,3,s316:0.2_s316:0.1_tef:0.2,4.6,60,4.53,0,./
221,forward,3,s316:0.3_s316:0.1_tef:0.3,4.6,60,29.98,0,./
222,forward,3,s316:0.3_s316:0.1_tef:0.3,4.6,60,4.65,0,./
223,forward,1,s316:0.05_s316:0.1_tef:0.05,5,30,6.02,0,./
224,forward,4,inconel:0.42_s316:0.1_tef:0.3,115,100,116.7,0,./
225,forward,4,inconel:0.42_s316:0.1_tef:0.05,115,100,119.1,0,./
226,forward,4,inconel:0.42_s316:0.1_tef:0.3,75,100,78.1,0,./
227,forward,4,inconel:0.42_s316:0.1_tef:0.05,75,100,77.8,0,./
228,forward,1,s316:0.1_s316:0.1_tef:0.05,5,165,5.63,0,./
229,forward,1,s316:0.1_s316:0.1_tef:0.05,5,165,5.37,0,./
230,forward,1,s316:0.1_s316:0.1_tef:0.05,2.5,165,2.69,0,./
231,forward,1,s316:0.1_s316:0.1_tef:0.05,2.5,165,2.64,0,./
232,forward,1,s316:0.1_s316:0.1_tef:0.05,2.5,165,2.27,0,./
233,forward,1,s316:0.1_s316:0.1_tef:0.05,2.5,165,2.22,0,./
234,forward,1,s316:0.1_s316:0.1_tef:0.05,7,38,7.39,0,./
235,forward,1,s316:0.1_s316:0.1_tef:0.05,7,38,7.76,0,./
236,forward,1,s316:0.1_s316:0.1_tef:0.05,7,38,6.53,0,./
237,forward,1,s316:0.1_s316:0.1_tef:0.05,5,20,4.32,0,./
238,forward,1,s316:0.1_s316:0.1_tef:0.05,5,20,4.21,0,./
239,forward,3,s316:0.1_s316:0.1_tef:0.1,1,148,1.01,0,./
240,forward,3,s316:0.1_s316:0.1_tef:0.1,1,148,1.1,0,./
241,forward,3,s316:0.1_s316:0.1_tef:0.1,1,148,0.8,0,./
242,forward,3,s316:0.1_s316:0.1_tef:0.1,1,148,0.985,0,./
243,forward,1,s316:0.05_s316:0.05_s316:0.05_tef:0.1,5,22,5.31,0,./
244,forward,1,s316:0.05_s316:0.05_s316:0.05_tef:0.1,5,22,5.33,0,./
245,forward,1,s316:0.05_s316:0.2_s316:0.05_tef:0.1,5,22,5.8,0,./
246,forward,1,s316:0.05_s316:0.05_s316:0.05_tef:0.1,5,22,5.4,0,./
