1,flat,16,cs:3_cs:0.5_pvc:0.8,6,40,6.02,0,./
677,reverse,4,s316:1_s316:0.1_ptfe:0.1,11,45,8.9,19.82,./
678,reverse,4,s316:1_s316:0.1_ptfe:0.1,11,45,10.28,19.82,./
679,reverse,4,s316:1_s316:0.1_ptfe:0.1,11,45,9.54,19.82,./
680,reverse,4,s316:1_s316:0.1_ptfe:0.1,11,45,9.28,19.82,./
681,reverse,4,s316:1_s316:0.1_ptfe:0.1,12.8,120,12.6,5.88,./
682,reverse,4,s316:1_s316:0.1_ptfe:0.1,12.8,120,9.9,24.68,./
683,reverse,4,s316:1_s316:0.1_ptfe:0.1,12.8,120,12.9,24.68,./
684,reverse,4,s316:1_s316:0.1_ptfe:0.1,12.8,120,12.6,24.68,./
685,reverse,4,s316:1_s316:0.1_ptfe:0.1,12.8,120,16,24.68,./
686,reverse,4,s316:1_s316:0.1_ptfe:0.1,12.8,120,15.55,24.68,./
687,reverse,4,s316:1_s316:0.1_ptfe:0.1,12.8,120,11.43,24.68,./
688,reverse,4,s316:0.5_s316:0.5_ptfe:0.1,7,280,7.65,39.3,./
689,reverse,4,s316:0.5_s316:0.5_ptfe:0.1,7,280,6.78,19.71,./
690,reverse,4,s316:0.5_s316:0.5_ptfe:0.1,7,280,7.16,19.71,./
691,reverse,4,s316:0.5_s316:0.5_ptfe:0.1,7,280,7.8,19.71,./
692,reverse,4,s316:0.5_s316:0.5_ptfe:0.1,7,280,6.2,19.71,./
693,reverse,4,s316:0.5_s316:0.5_ptfe:0.1,7,280,8.2,19.71,./
694,reverse,4,hastelloy:1_s316:0.1_ptfe:0.1,50,320,42,15.62,./
695,reverse,4,hastelloy:1_s316:0.1_ptfe:0.1,50,320,48.5,23.36,./
696,reverse,4,hastelloy:1_s316:0.1_ptfe:0.1,50,320,45,23.36,./
697,reverse,4,hastelloy:1_s316:0.1_ptfe:0.1,50,320,31,23.36,./
698,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,11.4,51.13,./
699,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,11.2,16.28,./
700,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,11.55,17.3,./
701,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,11.05,18.6,./
702,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,8,19.62,./
703,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,8.5,22.14,./
704,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,8.6,22.13,./
705,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,10.5,20.6,./
706,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,9,15.58,./
707,reverse,4,inconel:0.5_s316:0.1_ptfe:0.1,10.5,180,9,20.6,./
708,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,24.2,13.67,./
709,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,22.5,16.54,./
710,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.2,16.54,./
711,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,24.5,16.54,./
712,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.37,16.54,./
713,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.76,16.54,./
714,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,18.45,16.54,./
715,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,21.85,16.54,./
716,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,21.4,16.54,./
717,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,16.5,16.54,./
718,reverse,4,inconel:0.1_ inconel:1.2_ptfe:0.1,22,210,16,16.54,./
719,reverse,6,inconel:1.5_s316:0.1_ptfe:0.1,19,100,18.64,31.41,A6inRP19
720,reverse,6,inconel:1.5_s316:0.1_ptfe:0.1,19,100,19.2,31.41,A6inRP19modified
721,reverse,6,s316:0.8_s316:.05_ptfe:0.1,3,144,2.66,31.9,A6inRP22
722,reverse,6,s316:0.8_s316:.05_ptfe:0.1,3,144,2.86,31.9,A6inRP23
723,reverse,6,s316:0.8_s316:.05_ptfe:0.1,3,144,3.02,31.9,A6inRP23
724,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.525,26.81,A6inRP21
725,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.445,26.81,A6inRP21.m.
726,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.392,26.81,A6inRP21.sec.m.
727,reverse,6,monel :04_ s316:0.05_ptfe:0.1,0.3,70,0.404,26.81,A6inRP21.T.m.
728,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,9.4,40,9.53,28.6,A6inRP16
729,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,9.4,40,9.37,28.7,__
730,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,9.4,40,9.3,28.8,A6inRP16.M.
731,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.431,50,A6inRP6
732,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,6.53,28.37,A6inRP7
733,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,6.25,28.51,A6inRP8
734,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,8.15,28.51,A6inRP9
735,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,8.75,28.51,A6inRP10
736,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,8.54,28.51,A6inRP11
737,reverse,6,s316:1.5_s316:0.1_ptfe:0.1,6.9,56,7.8,28.51,A6inRP14
738,reverse,6,s316:0.8_s316:0.05_ptfe:0.1,2.5,22,2.1,29.71,6inRP11
739,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.394,29.81,A6inRP4
740,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.39,29.81,A6inRP4
741,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.434,29.81,A6inRP5
742,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.434,29.81,__
743,reverse,6,s316:0.4_monel:0.05_ptfe:0.1,0.5,22,0.42,29.81,A6inRP6
744,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,6.61,28.84,3inch6
745,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.23,28.84,6inch2
746,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.34,28.84,__
747,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.93,28.84,6inch5
748,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,5.49,28.84,6inch5
749,reverse,6,s316:1_s316:0.1_ptfe:0.1,5.19,66,4.25,28.84,6inch4
750,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,6.23,28.84,6inch1
751,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,6.1,32.92,./
752,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,5.49,32.92,./
753,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,5.95,32.92,./
754,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,5,32.92,./
755,reverse,6,s316:0.1_s316:0.1_s316:0.05_tef:0.4,6.19,71.4,6.8,32.92,./
756,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,4.5,24.68,./
757,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.42,21.3,./
758,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.45,21.3,./
759,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.53,21.3,./
760,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.54,21.3,./
761,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.71,21.3,./
762,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.43,21.3,./
763,reverse,6,s316:0.4_s316:0.1_tef:0.5,3.15,230,3.7,21.3,./
764,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,6.75,19.71,./
765,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.6,27.23,./
766,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.24,27.23,./
767,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.13,27.23,./
768,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.8,27.23,./
769,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.03,27.23,./
770,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.03,27.23,./
771,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.14,27.23,./
772,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,4.95,27.23,./
773,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.19,27.23,./
774,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.03,27.23,./
775,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.43,27.23,./
776,reverse,6,inconel:0.5_s316:0.1_tef:0.5,5.5,38,5.65,27.23,./
777,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,7.05,27.23,./
778,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.68,29.33,./
779,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.32,29.33,./
780,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.1,29.33,./
781,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.78,29.33,./
782,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.33,29.33,./
783,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.14,29.33,./
784,reverse,6,s316:0.5_s316:0.1_tef:0.5,6.9,56,6.29,29.33,./
785,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,0.956,35.88,A8inRP10
786,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.122,35.88,A8inRP10.m.
787,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.18,35.88,A8inRP10.s.m.
788,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.214,35.88,A8inRP10.T.m.
789,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.056,35.88,A8inRP10.fourth.m.
790,reverse,8,inconel:0.8_s316:0.05_tef:0.5,1,40,1.164,35.88,A8inRP11
791,reverse,8,s316:1.5_s316:0.1_tef:0.5,8,175,9.42,34.98,4inch1
792,reverse,8,s316:1.5_s316:0.1_tef:0.5,8,175,8.3,34.98,__
793,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.96,21.57,./
794,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.09,39.1,./
795,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.22,39.1,./
796,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.15,39.1,./
797,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.92,39.1,./
798,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.6,39.1,./
799,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.15,39.1,./
800,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,8.28,39.1,./
801,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,9,39.1,./
802,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.24,39.1,./
803,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,8.58,39.1,./
804,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,7.31,39.1,./
805,reverse,8,s316:1.5_s316:0.1_s316:0.5_tef:0.5,7,40,6.9,39.1,./
806,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,10,16.9,./
807,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,12,39.3,./
808,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,13.7,39.3,./
809,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,13.3,39.3,./
810,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,14,39.3,./
811,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,11.25,39.3,./
812,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,9.9,39.3,./
813,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,9.1,39.3,./
814,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,13.56,39.3,./
815,reverse,8,s316:1.5_s316:0.5_ptfe:0.3,13.5,90,11.4,39.3,./
816,reverse,10,s316:1.5_s316:0.1_ptfe:0.3,22.8,33,8,50,A10inRP7
817,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,13.8,50,A10inRP8
818,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,18.13,50,A10inRP9
819,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,26.5,50,A10inRP10
820,reverse,10,s316:3_s316:0.1_ptfe:0.3,22.8,33,20.54,50,__
821,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,16,50,A10inRP11
822,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,13,50,A10inRP12
823,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,20.2,50,A10inRP12
824,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,22.7,50,A10inRP13
825,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,23.54,50,__
826,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,22.9,50,__
827,reverse,10,s316:2.5_s316:0.1_ptfe:0.3,22.8,33,23.26,50,__
828,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,2.34,49.81,A10inRP1
829,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,1.194,49.81,A10inRP
830,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,1.92,49.81,__
831,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,2,49.81,A10inRP6
832,reverse,10,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3,1.76,40,1.9,49.81,A10inRP5.S.M
833,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,6.92,39.1,./
834,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,6.79,38.62,./
835,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,8.5,38.62,./
836,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,8.92,38.62,./
837,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,9.68,38.62,./
838,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,8.03,38.62,./
839,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.2,38.62,./
840,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.15,38.62,./
841,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.92,38.62,./
842,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.29,38.62,./
843,reverse,10,s316:1_s316:0.1_s316:0.5_tef:0.5,7,40,7.73,38.62,./
844,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.9,23.36,./
845,reverse,10,inconel:0.5_s316:0.1_fep:0.4,4.2,10,2.8,54.7,./
846,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.25,48.85,./
847,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.35,42.9,./
848,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.15,45.08,./
849,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.3,45.08,./
850,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.85,45.08,./
851,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.98,45.08,./
852,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.95,45.08,./
853,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.93,45.08,./
854,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.85,45.08,./
855,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.95,45.08,./
856,reverse,10,inconel:0.5_s316:0.1_fep:0.81,4.2,10,5.1,45.08,./
857,reverse,10,inconel:0.5_s316:0.1_fep:0.65,4.2,10,2.54,45.08,./
858,reverse,10,inconel:0.5_s316:0.1_fep:0.65,4.2,10,3.05,45.08,./
859,reverse,10,inconel:0.5_s316:0.1_fep:0.81,4.2,10,4.8,40.6,./
860,reverse,10,inconel:0.5_s316:0.1_fep:0.8,4.2,10,4.5,38.72,./
861,reverse,10,inconel:0.5_s316:0.1_fep:0.8,4.2,10,4.23,51.02,./
862,reverse,10,inconel:0.5_s316:0.1_fep:0.8,4.2,10,4.3,51.02,./
863,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,4.22,51.02,./
864,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.05,42.03,./
865,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.89,51.13,./
866,reverse,10,inconel:0.5_s316:0.1_fep:0.5,4.2,10,3.9,51.13,./
867,reverse,10,inconel:1.2_s316:0.1_fep:0.5,12,53.6,18.5,16.69,./
868,reverse,10,inconel:0.8_s316:0.1_fep:0.4,12,53.6,11.5,51.78,./
869,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,16.4,51.78,./
870,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,16.7,51.78,./
871,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,14.7,51.78,./
872,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,17.45,51.78,./
873,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,17.02,51.78,./
874,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,16.07,51.78,./
875,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,13.28,51.78,./
876,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,15.7,51.78,./
877,reverse,10,inconel:0.8_s316:0.1_fep:0.5,12,53.6,11.5,51.78,./
878,reverse,10,inconel:1.2_s316:0.1_fep:0.4,12,53.6,11.7,51.78,./
879,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,15.5,51.78,./
880,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,11.97,37.09,./
881,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,13.5,37.09,./
882,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,8.8,37.09,./
883,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,12.43,37.09,./
884,reverse,10,inconel:1_s316:0.1_fep:0.4,12,41.8,13.24,37.09,./
885,reverse,16,inconel:1.2_ inconel:0.5_fep:0.5,1,52,21.4,37.09,./
886,reverse,16,inconel:1.2_ inconel:0.5_fep:0.5,1,52,21.5,21.52,./
